ds,actual,predicted,predicted_lower,predicted_upper
2017-06-22 03:25:00,20.9,29.87207711335252,23.542625321711746,35.79785538304478
2017-06-22 03:30:00,20.5,29.6783358095298,23.33250164138941,35.63517485675807
2017-06-22 03:35:00,20.0,29.497525797798545,24.12338602686503,35.38940597677554
2017-06-22 03:40:00,19.7,29.32936019701856,23.27541684330082,35.69299570011891
2017-06-22 03:45:00,19.4,29.17350560427412,23.1495560489597,34.784549484485545
2017-06-22 03:50:00,19.2,29.029584913404936,22.904678881004966,35.18742068068639
2017-06-22 03:55:00,19.1,28.897180378949336,22.998923697025806,34.9284935152508
2017-06-22 04:00:00,19.0,28.77583690051638,23.14974449754186,34.96806090564058
2017-06-22 04:05:00,18.7,28.665065505018106,22.61384816324524,34.74518155574952
2017-06-22 04:10:00,18.4,28.564347000666594,22.65389654188088,34.19726683090353
2017-06-22 04:15:00,18.2,28.473135775241943,22.461705702523844,34.47383627458457
2017-06-22 04:20:00,18.1,28.390863713152775,22.197984385578554,34.468527492346865
2017-06-22 04:25:00,18.2,28.316944199682492,22.336453717258237,34.351830253005474
2017-06-22 04:30:00,18.1,28.25077618662946,22.10481765267477,34.37698390317817
2017-06-22 04:35:00,18.3,28.19174828796982,21.87651559397675,34.513619914681804
2017-06-22 04:40:00,18.3,28.13924287741111,22.282759503031986,34.31843421465012
2017-06-22 04:45:00,18.2,28.092640158339538,21.90377315212448,34.421803307285984
2017-06-22 04:50:00,18.1,28.051322177262897,22.099004340044917,34.1324010980013
2017-06-22 04:55:00,18.1,28.01467675317829,22.01983889754542,34.133138844410716
2017-06-22 05:00:00,18.0,27.982101294378044,22.01816870546602,34.19938476941932
2017-06-22 05:05:00,17.9,27.953006477741578,22.32680746130304,34.148651990540905
2017-06-22 05:10:00,17.9,27.926819763951436,21.372787297351316,34.24738890909207
2017-06-22 05:15:00,17.7,27.902988725680885,21.475540358422506,33.42422877534388
2017-06-22 05:20:00,17.7,27.880984166214542,21.433545829236465,34.298485080562344
2017-06-22 05:25:00,17.6,27.860303007854355,21.748708621472968,34.42579830254748
2017-06-22 05:30:00,17.5,27.840470931793085,22.14421165175364,34.18912662583107
2017-06-22 05:35:00,17.5,27.82104475232941,21.445554973729806,33.45263591012952
2017-06-22 05:40:00,17.6,27.80161451127237,21.605457347459396,34.00142331067141
2017-06-22 05:45:00,17.3,27.781805279875076,21.813278074609222,33.62580748427033
2017-06-22 05:50:00,17.0,27.761278658850287,21.774547235550983,33.798171846193775
2017-06-22 05:55:00,17.1,27.739733968132697,21.4366432540075,33.71953862158695
2017-06-22 06:00:00,16.9,27.716909121894922,21.956912237440903,33.70159637996416
2017-06-22 06:05:00,16.9,27.69258118561739,21.68217600280286,34.11887289934123
2017-06-22 06:10:00,16.9,27.666566615299956,21.304214438000063,33.90124842186706
2017-06-22 06:15:00,16.8,27.638721180906018,21.271505950338895,34.253637891261754
2017-06-22 06:20:00,16.8,27.60893957867365,21.591436213975367,33.828348977576084
2017-06-22 06:25:00,16.7,27.577154739732592,21.3573441750522,34.07779376767764
2017-06-22 06:30:00,16.6,27.543336843742026,21.74764497184308,33.6456651075946
2017-06-22 06:35:00,16.5,27.50749205019968,21.734261010497953,33.809519949479395
2017-06-22 06:40:00,16.6,27.469660960434314,21.579974060812603,33.74227664104332
2017-06-22 06:45:00,16.4,27.429916826356045,21.23236996374766,33.69240758025624
2017-06-22 06:50:00,16.4,27.388363524293975,21.07825398077131,32.98963540230441
2017-06-22 06:55:00,16.7,27.345133312441547,21.495136542514906,32.966560201335774
2017-06-22 07:00:00,16.6,27.300384394364524,21.23260709130202,33.62914309522941
2017-06-22 07:05:00,16.6,27.25429830994537,21.44232797300114,34.057505865139134
2017-06-22 07:10:00,16.6,27.20707717850033,20.85698576922276,33.14403791585668
2017-06-22 07:15:00,16.8,27.158940818219087,21.088263133389923,33.0267329896072
2017-06-22 07:20:00,16.7,27.110123768843106,21.070553306896812,33.05796163050747
2017-06-22 07:25:00,16.5,27.060872242682,20.838298896179854,32.89520494986425
2017-06-22 07:30:00,16.5,27.011441031511637,20.617516778618945,32.96499984185958
2017-06-22 07:35:00,16.4,26.962090397038367,20.677678692578763,33.083212891690856
2017-06-22 07:40:00,16.1,26.913082970621424,20.645028848722724,33.38527760209409
2017-06-22 07:45:00,15.8,26.864680690775582,20.454122726226757,32.8605341682917
2017-06-22 07:50:00,15.7,26.81714180345784,20.4167645993808,32.848477518073146
2017-06-22 07:55:00,15.6,26.77071795268415,20.884851897304504,32.47088798707495
2017-06-22 08:00:00,15.9,26.7256513846417,21.093905081190456,32.88084862504532
2017-06-22 08:05:00,15.7,26.68217229131409,20.51753892370049,32.57736791423329
2017-06-22 08:10:00,16.0,26.640496314695163,20.332435602599613,33.061167656986754
2017-06-22 08:15:00,15.9,26.60082223414912,20.529258733934473,32.31518276655764
2017-06-22 08:20:00,15.7,26.563329856313903,20.943786419903766,32.97099272936056
2017-06-22 08:25:00,15.5,26.528178125530957,20.386263143252595,32.38184739849673
2017-06-22 08:30:00,15.4,26.49550347173581,20.557771636085075,32.90506179236942
2017-06-22 08:35:00,15.3,26.465418408944366,20.810350028825784,32.449372490608816
2017-06-22 08:40:00,15.1,26.438010397685304,20.35616395361441,32.57472057183133
2017-06-22 08:45:00,15.0,26.41334098003312,20.12350497133581,32.312414773542066
2017-06-22 08:50:00,14.9,26.39144519631332,20.429954067203987,32.859430160928966
2017-06-22 08:55:00,14.9,26.372331287354328,20.05367307029474,32.712973508400594
2017-06-22 09:00:00,14.8,26.355980685973396,20.473479319337212,32.94138906370642
2017-06-22 09:05:00,14.7,26.34234829808296,20.058394650065463,31.915536948958867
2017-06-22 09:10:00,14.7,26.331363071115135,20.11523041715413,32.31450994759809
2017-06-22 09:15:00,14.7,26.322928845707516,20.347533569510905,32.644822865745425
2017-06-22 09:20:00,14.6,26.316925483698206,19.64666862831057,32.28941507432501
2017-06-22 09:25:00,14.6,26.31321026337748,20.417905114987214,32.70777770769987
2017-06-22 09:30:00,14.5,26.31161953063685,20.465773464397362,32.48461166590061
2017-06-22 09:35:00,14.5,26.31197059254434,20.408050685270453,32.65497733232619
2017-06-22 09:40:00,14.4,26.314063837603275,20.242858007362234,32.43703974499881
2017-06-22 09:45:00,14.4,26.317685065244987,20.08238898504881,32.4644523615097
2017-06-22 09:50:00,14.4,26.322608005164298,20.461520908605337,32.20022460921658
2017-06-22 09:55:00,14.3,26.328597005476745,20.17521613397486,32.42301967633935
2017-06-22 10:00:00,14.3,26.335409867165954,19.894398367536386,32.52009994813085
2017-06-22 10:05:00,14.2,26.34280080096162,20.360754195093538,32.33958127365436
2017-06-22 10:10:00,14.2,26.350523481659756,20.229275354931435,32.39392964060656
2017-06-22 10:15:00,14.2,26.35833417400427,20.314153034291486,32.618497298050904
2017-06-22 10:20:00,14.1,26.36599490341541,20.415332107597077,32.28789443791474
2017-06-22 10:25:00,14.1,26.373276644383232,19.632012013131543,32.52144996478976
2017-06-22 10:30:00,14.0,26.379962499031016,19.95355993130892,32.87645039613346
2017-06-22 10:35:00,14.0,26.385850838248103,20.36855909925118,32.52405080067902
2017-06-22 10:40:00,14.0,26.39075837790147,20.330011605375898,32.73367276284157
2017-06-22 10:45:00,14.0,26.394523162965857,20.21999486834499,32.6351516345406
2017-06-22 10:50:00,13.9,26.397007432996357,20.20732814614496,32.31232849906918
2017-06-22 10:55:00,13.9,26.398100343101568,20.40526689529052,32.49238068625186
2017-06-22 11:00:00,13.8,26.397720515617777,20.418175149885986,32.55526138549864
2017-06-22 11:05:00,13.8,26.39581839865164,20.54845182537115,32.440088142101864
2017-06-22 11:10:00,13.9,26.392378409380186,20.376037056235415,32.04075616446248
2017-06-22 11:15:00,13.8,26.38742084109409,20.37803078975278,32.467821079934026
2017-06-22 11:20:00,13.7,26.381003515100538,20.172366945998085,32.89086946473983
2017-06-22 11:25:00,13.7,26.373223160154133,20.54951553948002,32.51640441589198
2017-06-22 11:30:00,13.6,26.364216504211804,19.971543051591183,32.320288475623485
2017-06-22 11:35:00,13.5,26.354161065612402,20.587347633618688,32.307639265649165
2017-06-22 11:40:00,13.5,26.34327563265048,20.230733203025242,32.81358986372266
2017-06-22 11:45:00,13.4,26.331820423095913,20.415957152814503,32.70398663389792
2017-06-22 11:50:00,13.4,26.32009691782895,20.546603104225508,32.70489131772393
2017-06-22 11:55:00,13.4,26.308447364761165,20.307866668408803,32.73942227019842
2017-06-22 12:00:00,13.3,26.297253951917863,20.4985855410917,32.32967270576942
2017-06-22 12:05:00,13.2,26.286937651530017,20.432170384620054,32.04057097177347
2017-06-22 12:10:00,13.1,26.27795673868581,20.29062234125816,32.69424165587736
2017-06-22 12:15:00,13.0,26.27080499132493,20.307927831470543,32.00913592257004
2017-06-22 12:20:00,12.9,26.26600958054158,19.612906261854196,32.441842965586105
2017-06-22 12:25:00,12.8,26.264128662480154,20.368241902560904,32.41930137893363
2017-06-22 12:30:00,12.9,26.265748685793064,20.225864942498315,32.36884498824159
2017-06-22 12:35:00,12.9,26.271481430492756,20.224747200308034,32.079369693984745
2017-06-22 12:40:00,13.2,26.28196079648842,20.19119027166847,32.083686678460374
2017-06-22 12:45:00,13.2,26.29783936183277,20.354610684350696,32.17223428123165
2017-06-22 12:50:00,13.5,26.319784732948108,19.7889329522255,33.01331806753077
2017-06-22 12:55:00,13.4,26.34847571028012,20.570546493370813,32.75587811085383
2017-06-22 13:00:00,13.2,26.384598295098773,20.11965479039286,32.21219890544715
2017-06-22 13:05:00,13.4,26.428841563589508,19.97727784864381,32.32661906521516
2017-06-22 13:10:00,13.6,26.48189343646927,20.659338517649537,32.960638663027204
2017-06-22 13:15:00,13.9,26.54443637300913,20.4675254268521,33.24964506144358
2017-06-22 13:20:00,13.9,26.61714301818002,20.646105387833245,32.65982472709617
2017-06-22 13:25:00,13.8,26.700671834133875,20.365866882382587,32.78894825639519
2017-06-22 13:30:00,14.1,26.79566274582067,21.153389911362925,33.085371441809954
2017-06-22 13:35:00,14.5,26.90273283077815,20.706796007721206,33.12755867988393
2017-06-22 13:40:00,14.8,27.022472084483528,20.978324047832114,33.32706235465149
2017-06-22 13:45:00,14.9,27.15543929029728,21.28130516694356,33.76128385420083
2017-06-22 13:50:00,15.1,27.302158023840967,21.27278895662332,33.65106004265613
2017-06-22 13:55:00,15.2,27.46311282050621,21.4050757074749,33.72923953101136
2017-06-22 14:00:00,15.3,27.638745533104416,21.335314806930977,33.809587107163374
2017-06-22 14:05:00,15.5,27.829451906668766,21.418488864293646,33.867090418671765
2017-06-22 14:10:00,15.6,28.035578394492454,21.678479145363934,34.1323799161531
2017-06-22 14:15:00,15.8,28.25741923991624,21.90484151770545,34.297098854181684
2017-06-22 14:20:00,16.1,28.4952138442143,22.572814161745857,34.67884404755503
2017-06-22 14:25:00,16.2,28.749144440619844,22.817745476170735,34.80285063378778
2017-06-22 14:30:00,16.4,29.019334092706423,23.035157422806016,34.74597354206632
2017-06-22 14:35:00,16.6,29.30584503019054,22.735822771228648,35.34083372907138
2017-06-22 14:40:00,16.9,29.608677337412644,23.42880582272482,36.09863056750498
2017-06-22 14:45:00,17.2,29.92776800561826,24.099216829898698,36.0624646556632
2017-06-22 14:50:00,17.4,30.26299035131119,24.111657012219858,36.49353566424099
2017-06-22 14:55:00,17.8,30.614153814172326,24.36920905560306,36.75175723919102
2017-06-22 15:00:00,18.3,30.981004130954354,24.809275121751497,36.89121845704145
2017-06-22 15:05:00,18.7,31.36322388928757,24.887165607859313,37.67817974942239
2017-06-22 15:10:00,19.2,31.760433454681817,25.94599348493204,38.241230871840074
2017-06-22 15:15:00,19.8,32.17219227036861,26.118184102369323,38.431387603436434
2017-06-22 15:20:00,20.4,32.59800051819669,26.542273988376177,38.57151458419541
2017-06-22 15:25:00,21.1,33.03730113297554,27.266771309231125,38.917189574904626
2017-06-22 15:30:00,22.0,33.48948215452185,26.63949286022775,39.75936176274537
2017-06-22 15:35:00,22.7,33.95387940489022,27.71487909285486,39.84268518052521
2017-06-22 15:40:00,23.3,34.42977947055308,27.82785920260027,40.09606293565455
2017-06-22 15:45:00,24.1,34.91642297306619,29.394106901886605,41.301628503019536
2017-06-22 15:50:00,24.8,35.41300810342863,29.272327133852055,41.64023012159349
2017-06-22 15:55:00,25.6,35.918694397758124,29.680026596233247,42.15416015569764
2017-06-22 16:00:00,26.5,36.43260673070887,30.030379696978507,42.66627933302952
2017-06-22 16:05:00,27.3,36.95383949488032,31.06666004763343,42.81196397193598
2017-06-22 16:10:00,28.0,37.4814609441097,30.998363099528472,43.81529456406241
2017-06-22 16:15:00,28.9,38.014517670643485,31.74535841783627,44.256598017233266
2017-06-22 16:20:00,29.7,38.55203917783723,32.444530453043285,44.7086178834745
2017-06-22 16:25:00,30.4,39.09304253107192,33.23346380197862,45.281328986572376
2017-06-22 16:30:00,31.1,39.63653704507487,33.602652705068714,45.34000867693305
2017-06-22 16:35:00,31.7,40.1815289825995,34.26912848473628,46.541914124527175
2017-06-22 16:40:00,32.3,40.72702622700247,34.296751749988566,46.55773451991483
2017-06-22 16:45:00,33.1,41.27204290486921,35.29455272267998,47.67394018872538
2017-06-22 16:50:00,33.9,41.815603922618756,35.483191193057046,47.828981662291
2017-06-22 16:55:00,34.6,42.3567493886531,35.97234447341632,48.149710670204655
2017-06-22 17:00:00,35.1,42.89453889595901,37.09256318397501,49.57638458129719
2017-06-22 17:05:00,35.7,43.42805562614421,37.35916263951221,49.17495013084995
2017-06-22 17:10:00,36.2,43.95641026495654,37.838579544728965,50.065404717998916
2017-06-22 17:15:00,36.8,44.4787446879827,38.19670345410798,50.65184394818221
2017-06-22 17:20:00,37.5,44.99423540471933,39.20464291805323,50.936295109299344
2017-06-22 17:25:00,38.3,45.50209673319154,39.55225710560161,52.04687348845028
2017-06-22 17:30:00,38.9,46.001583689730296,39.95282983805466,52.40679896783991
2017-06-22 17:35:00,39.3,46.4919945713588,40.08649689527156,52.853073265733556
2017-06-22 17:40:00,39.9,46.97267322180646,41.21647559954415,53.26647336860744
2017-06-22 17:45:00,40.3,47.44301096733639,40.942997808063474,53.5325658783345
2017-06-22 17:50:00,41.4,47.90244820480977,41.78969892701506,53.74750556879156
2017-06-22 17:55:00,41.5,48.350475646748826,42.66178913363178,54.38336468578434
2017-06-22 18:00:00,42.3,48.786635208580265,42.8759946849737,55.096143964320845
2017-06-22 18:05:00,42.8,49.21052054131423,42.96269167778037,55.63012604952712
2017-06-22 18:10:00,43.3,49.621777204976624,43.420731132574815,55.73430082219742
2017-06-22 18:15:00,43.8,50.02010249145779,43.88905312209412,56.27386801224836
2017-06-22 18:20:00,44.2,50.40524489798367,44.29397694133581,57.02817778578843
2017-06-22 18:25:00,44.8,50.77700326057585,44.62898374845779,56.74787779811558
2017-06-22 18:30:00,45.4,51.13522556054423,44.66834612104726,57.36544574844599
2017-06-22 18:35:00,45.8,51.47980740964308,45.25417697310336,57.95334834287949
2017-06-22 18:40:00,45.8,51.81069024002138,45.772002608769526,58.13775948598207
2017-06-22 18:45:00,46.7,52.12785920586333,46.11621001436181,58.41335859264376
2017-06-22 18:50:00,47.0,52.431340823403744,46.225666267025865,58.48685774639702
2017-06-22 18:55:00,47.4,52.72120036706852,46.53744027192489,58.80654970338378
2017-06-22 19:00:00,48.4,52.997539045548216,47.17998911783536,59.17536534355605
2017-06-22 19:05:00,48.5,53.260490983681876,47.42485390877469,59.3208982961224
2017-06-22 19:10:00,48.6,53.51022003270222,47.25355301746534,59.679441458339554
2017-06-22 19:15:00,49.1,53.746916441583764,47.401278946004986,60.10408700885178
2017-06-22 19:20:00,49.3,53.97079341002021,47.768892104294956,59.93451637754115
2017-06-22 19:25:00,49.6,54.182083559133105,48.059012445287465,59.96646281193161
2017-06-22 19:30:00,50.0,54.38103534411236,47.900018940790936,60.66228291339053
2017-06-22 19:35:00,50.4,54.56790944085548,48.043899244277725,60.956938641954
2017-06-22 19:40:00,51.0,54.74297513411466,48.82653053404789,60.59372318231618
2017-06-22 19:45:00,51.0,54.906506738706234,48.36028521265841,60.72821856920036
2017-06-22 19:50:00,50.8,55.05878008138302,48.871877416804615,61.802673476837995
2017-06-22 19:55:00,51.3,55.20006907160959,48.56913709802569,60.80822128952238
2017-06-22 20:00:00,51.6,55.3306423903316,49.17472033141522,61.7333588021085
2017-06-22 20:05:00,51.4,55.45076031995117,49.25893276134053,61.46484431041457
2017-06-22 20:10:00,51.5,55.5606717450124,49.33102031826816,61.62624724822349
2017-06-22 20:15:00,51.9,55.66061134343638,50.124846773721316,61.96132773516637
2017-06-22 20:20:00,51.6,55.75079699302337,49.664404172245355,61.90759052504405
2017-06-22 20:25:00,52.2,55.831427412265526,49.36510057247092,62.52968537562047
2017-06-22 20:30:00,52.6,55.902680054315624,49.20098409251085,62.636502750596044
2017-06-22 20:35:00,52.7,55.96470927058413,49.85489259298971,62.00351317106778
2017-06-22 20:40:00,52.6,56.01764475732417,49.73424978068626,62.164040642945054
2017-06-22 20:45:00,52.7,56.06159029840881,49.860454686323074,62.18655811651758
2017-06-22 20:50:00,52.7,56.0966228119285,49.485700024326604,61.69721642728495
2017-06-22 20:55:00,52.4,56.12279170922273,49.69346251113882,62.12802798703342
2017-06-22 21:00:00,52.4,56.140118569681306,50.215155859173294,62.51504516183047
2017-06-22 21:05:00,52.6,56.14859713363905,50.09518644797537,62.41046157691397
2017-06-22 21:10:00,52.3,56.14819361253495,49.88468553704121,62.77064798405886
2017-06-22 21:15:00,52.1,56.138847313220296,49.83696918214689,62.741725650945426
2017-06-22 21:20:00,52.3,56.12047157053185,50.011529283767295,62.25003221364053
2017-06-22 21:25:00,51.9,56.09295497999835,49.639801516015346,62.37435329773092
2017-06-22 21:30:00,51.6,56.056162919718794,49.997559512973275,62.18164099956009
2017-06-22 21:35:00,52.1,56.009939349201005,49.729566731820654,62.638154845370124
2017-06-22 21:40:00,52.1,55.954108868754005,49.683838432483704,61.818987351562264
2017-06-22 21:45:00,52.2,55.888479023390346,49.41421503897106,62.224740886312645
2017-06-22 21:50:00,52.0,55.8128428309247,49.53602728640892,62.21296096946718
2017-06-22 21:55:00,51.6,55.72698151376366,49.722253390080986,62.12115149133264
2017-06-22 22:00:00,51.1,55.630667411442616,49.329706697398535,61.75376870293787
2017-06-22 22:05:00,51.6,55.52366704928981,49.110751342843024,61.7507530175879
2017-06-22 22:10:00,50.9,55.405744338881036,48.838545687240845,61.76431205594705
2017-06-22 22:15:00,50.9,55.27666388121945,49.41486080584706,61.62025098252778
2017-06-22 22:20:00,51.1,55.13619434873187,48.79676967351992,61.36517715523602
2017-06-22 22:25:00,50.4,54.98411191402737,49.17948573905146,60.99091181592576
2017-06-22 22:30:00,50.5,54.82020369936393,48.58927596711786,60.91687628067331
2017-06-22 22:35:00,50.1,54.64427121706163,47.92285405982698,60.92999108209434
2017-06-22 22:40:00,50.0,54.45613377133441,47.773200097728775,60.6539762467292
2017-06-22 22:45:00,49.9,54.2556317947013,48.12624877271812,60.34626677593796
2017-06-22 22:50:00,49.8,54.04263008826692,47.95725456807798,60.52652579057702
2017-06-22 22:55:00,49.2,53.817020940398606,47.28263937130914,59.94628787774845
2017-06-22 23:00:00,48.4,53.57872709434107,47.31486329426958,59.980737051402286
2017-06-22 23:05:00,48.5,53.32770454434851,46.91069558141579,59.559898484155575
2017-06-22 23:10:00,48.6,53.06394512817117,47.128320115772254,59.03147545586376
2017-06-22 23:15:00,47.6,52.78747890080611,46.49149857891466,59.43430073512137
2017-06-22 23:20:00,47.3,52.49837626239065,46.46694457636974,58.172836902133184
2017-06-22 23:25:00,47.0,52.19674982390872,46.14056032560752,58.330779438678434
2017-06-22 23:30:00,46.4,51.8827559922648,45.731354660500784,58.21552599260721
2017-06-22 23:35:00,46.0,51.556596258197345,45.53931588330767,58.058894948606586
2017-06-22 23:40:00,45.8,51.21851817745753,44.83006900118528,57.17035527247266
2017-06-22 23:45:00,45.4,50.868816027257765,44.87199246215677,57.1894046977877
2017-06-22 23:50:00,44.9,50.50783113986022,44.44072484184658,57.026446347995574
2017-06-22 23:55:00,44.9,50.13595189626957,43.755343106445515,56.27278876587666
2017-06-23 00:00:00,44.1,49.7536133844258,43.25561624712256,56.24245996943005
2017-06-23 00:05:00,43.6,49.36129671757625,43.582332350661424,55.324248076153886
2017-06-23 00:10:00,43.0,48.959528014168335,42.549032508838195,55.40568577286446
2017-06-23 00:15:00,43.0,48.54887704683415,41.92170393350049,54.66463627702821
2017-06-23 00:20:00,41.9,48.12995556220516,42.15088364843194,54.36682979875375
2017-06-23 00:25:00,41.6,47.70341528522003,41.57018308954995,53.66389549125311
2017-06-23 00:30:00,41.1,47.26994561451999,40.5600213769332,53.75257941456176
2017-06-23 00:35:00,40.2,46.830271031817674,40.20654267503474,52.95551505490082
2017-06-23 00:40:00,39.5,46.38514823024552,40.442339272160005,52.506015282078366
2017-06-23 00:45:00,38.7,45.93536298679211,40.06493915408401,52.52339219302903
2017-06-23 00:50:00,38.3,45.48172680015211,39.19220399097387,51.31432518863702
2017-06-23 00:55:00,37.9,45.0250733108829,38.9243620599558,51.10475499222768
2017-06-23 01:00:00,37.1,44.56625453208571,38.47877222724916,50.945488420727386
2017-06-23 01:05:00,36.3,44.10613691268529,37.55595274575663,50.85109060828517
2017-06-23 01:10:00,35.6,43.64559726511276,37.325130848728705,50.16808115371037
2017-06-23 01:15:00,34.7,43.18551857531672,36.999328792936645,49.468957774861614
2017-06-23 01:20:00,33.9,42.726785737635886,36.71523267401194,49.14118830183035
2017-06-23 01:25:00,32.8,42.270281229472836,35.955635232911675,48.68163173085612
2017-06-23 01:30:00,31.8,41.81688076517361,35.313919364002324,48.358038366456334
2017-06-23 01:35:00,31.0,41.36744895565226,34.98607146754795,47.343320655239836
2017-06-23 01:40:00,30.3,40.92283500256277,34.477642496404236,47.03325748689604
2017-06-23 01:45:00,29.7,40.48386846139658,34.04178503909998,47.20471342141148
2017-06-23 01:50:00,29.0,40.051355096755096,33.65310646564945,46.49014842307359
2017-06-23 01:55:00,28.5,39.6260728637355,33.35446291586645,45.343897737874215
2017-06-23 02:00:00,28.0,39.20876803794845,32.874698787723304,45.32468623644805
2017-06-23 02:05:00,27.5,38.80015153003462,32.67132049598757,45.26336051424154
2017-06-23 02:10:00,27.1,38.400895398844135,31.999935902725262,45.01441427051244
2017-06-23 02:15:00,26.7,38.011629594499716,32.044149128320136,44.4310868209848
2017-06-23 02:20:00,26.4,37.632938954398824,31.267504828275776,44.053970179707065
2017-06-23 02:25:00,25.9,37.26536046792373,31.097214813832046,43.93611169657263
2017-06-23 02:30:00,25.5,36.90938083270601,30.69919013902241,43.20312879608097
2017-06-23 02:35:00,24.8,36.56543431763997,30.56402153679213,42.70487617641471
2017-06-23 02:40:00,24.4,36.2339009462113,29.9696858522361,42.757329298601405
2017-06-23 02:45:00,24.0,35.915105014499325,29.39216480015214,41.88111945194363
2017-06-23 02:50:00,23.7,35.60931395109617,29.37098818166784,42.04718703719931
2017-06-23 02:55:00,23.4,35.31673752831375,28.908551627296124,41.68860239309845
2017-06-23 03:00:00,23.2,35.03752742702241,28.85232236428682,41.392311485598285
2017-06-23 03:05:00,22.9,34.77177715962217,28.23704559589386,40.822877217657776
2017-06-23 03:10:00,22.6,34.519522348495016,27.990745626786655,41.1962861117585
2017-06-23 03:15:00,22.3,34.28074135994559,27.895351545409998,40.8638672577428
2017-06-23 03:20:00,22.1,34.055356284352435,27.981515743381692,40.52628727185756
2017-06-23 03:25:00,21.8,33.843234257605914,27.777266575701162,39.881210152766904
2017-06-23 03:30:00,21.4,33.64418911053384,27.266934989305252,40.03724392716855
2017-06-23 03:35:00,21.3,33.45798333797827,26.95217735826427,40.08230270612981
2017-06-23 03:40:00,21.2,33.284330366814444,26.898190479223118,39.65699137329405
2017-06-23 03:45:00,21.1,33.122897109360146,27.14257360031612,39.676178603889284
2017-06-23 03:50:00,21.0,32.97330678307257,26.6139812625243,39.00782018828426
2017-06-23 03:55:00,20.9,32.83514197328044,26.584188391639362,38.625246294323176
2017-06-23 04:00:00,20.8,32.70794791811056,25.90932689809651,38.67868954054504
2017-06-23 04:05:00,20.6,32.59123599067588,26.389721487609457,39.116537258427
2017-06-23 04:10:00,20.6,32.48448735262527,26.74862468230958,38.45903251200001
2017-06-23 04:15:00,20.5,32.3871567532103,26.274618246588485,38.57649400993635
